Course,Link,GMAT,IELTS,Degree
historymphilphd,https://warwick.ac.uk/study/postgraduate/courses/historymphilphd,,Overall IELTS (Academic) score of 7.0 and component scores,"PhD students normally complete their degrees within three to four years of full-time study, or five to six years part-time. As a research student, your closest contact will be with your supervisor, or supervisors, who will meet with you regularly to discuss your work, and agree a programme of reading, research and writing with you.2:i undergraduate degree and Master's degree (or equivalent) in History or a closely related subjectRobe hire for your degree ceremonyHere is our checklist on how to apply for research postgraduate degrees at the University of Warwick."
,https://warwick.ac.uk/study/postgraduate/courses/historyofart/,,"IELTS overall score of 7.0, minimum component scores of two at 6.0/6.5 and the rest at 7.0 or above.",Skills from this degree2:i undergraduate degree (or equivalent).Robe hire for your degree ceremonyHere is our checklist on how to apply for research postgraduate degrees at the University of Warwick.
historyofartresearch,https://warwick.ac.uk/study/postgraduate/courses/historyofartresearch,,"IELTS overall score of 7.0, minimum component scores of two at 6.0/6.5 and the rest at 7.0 or above.","Find out more about our History of Art Master's by Research degree.The MA by Research in History of Art offers you an advanced research degree, with a wide range of specialist areas to choose from. With expert support you will learn transferable skills at the University of Warwick's History of Art department, ranked in the top 10 in all major UK league tables (Complete University Guide 2021, The Guardian University Guide 2021, The Times and Sunday Times Good University Guide 2021).Find out more about our History of Art Master's by Research degree.The MA by Research in History of Art is an advanced research degree, consisting of original research and engagement with current scholarship. It is awarded on the basis of successful completion of an individual research thesis of 40,000 words. 2:i undergraduate degree in History of Art.Robe hire for your degree ceremonyHere is our checklist on how to apply for research postgraduate degrees at the University of Warwick."
historyofartmphilphd,https://warwick.ac.uk/study/postgraduate/courses/historyofartmphilphd,,"IELTS overall score of 7.0, minimum component scores of two at 6.0/6.5 and the rest at 7.0 or above.","Undertake original research on the MPhil/PhD in History of Art at the University of Warwick. Ranked in the top 10 in all major UK league tables (Complete University Guide 2021, The Guardian University Guide 2021, The Times and Sunday Times Good University Guide 2021), Warwick's History of Art department offers you an advanced research degree with specialist guidance from department academics.The MPhil/PhD in History of Art is an advanced research degree, consisting of original research and engagement with current scholarship. It is awarded on the basis of successful completion of an individual research thesis of 80,000 words (60,000 words for MPhil) and an oral examination. 2:i undergraduate degree (or equivalent) in History of Art or related subjects and a Master’s in History of Art or a related subject.Robe hire for your degree ceremonyHere is our checklist on how to apply for research postgraduate degrees at the University of Warwick."
historyofartavs,https://warwick.ac.uk/study/postgraduate/courses/historyofartavs,,"IELTS overall score of 7.0, minimum component scores of two at 6.0/6.5 and the rest at 7.0 or above.",Explore our History of Art and Visual Studies taught Master's degree.Explore our History of Art and Visual Studies taught Master's degree.2:i undergraduate degree (or equivalent) in History of Art or a related subject.Robe hire for your degree ceremonyHere is our checklist on how to apply for research postgraduate degrees at the University of Warwick.
historymedicine,https://warwick.ac.uk/study/postgraduate/courses/historymedicine,,"IELTS overall score of 7.5, minimum component scores of two at 6.5/7.0 and the rest at 7.5 or above.",Explore our History of Medicine taught Master's degree.Explore our History of Medicine taught Master's degree.2:i undergraduate degree (or equivalent) in a related subject.Robe hire for your degree ceremonyHere is our checklist on how to apply for research postgraduate degrees at the University of Warwick.
humengineering,https://warwick.ac.uk/study/postgraduate/courses/humengineering,,"IELTS Band of 6.5 or more overall, with a minimum writing score of 6.5 and no other subsection below 6.0.","Explore our Humanitarian Engineering taught Master's degree.Explore our Humanitarian Engineering taught Master's degree.Skills from this degree 2:i undergraduate degree (or equivalent), ideally in Engineering, Science, Social Sciences, Natural Sciences, Humanities, Business or Medical Sciences, although we will consider graduates of all disciplines. A degree in Humanitarian Engineering will leave you well-placed to work with governments (e.g. ministries of finance, rural development, and education), multilateral development institutions (e.g. World Bank and United Nations), NGOs and the private sector (e.g. professional services and investment banking). You may also decide to pursue PhD studies.Robe hire for your degree ceremonyHere is our checklist on how to apply for research postgraduate degrees at the University of Warwick."
humengineeringmanagement,https://warwick.ac.uk/study/postgraduate/courses/humengineeringmanagement,,"IELTS Band of 6.5 or more overall, with a minimum writing score of 6.5 and no other subsection below 6.0.","Explore our Humanitarian Engineering (with Management) taught Master's degree.Explore our Humanitarian Engineering (with Management) taught Master's degree.This degree explores the same broad themes as our main Humanitarian Engineering degreeSkills from this degree2:i undergraduate degree (or equivalent), ideally in Engineering, Science, Social Sciences, Natural Sciences, Humanities, Business or Medical Sciences, although we will consider graduates of all disciplines.A degree in Humanitarian Engineering will leave you well-placed to work with governments (e.g. ministries of finance, rural development, and education), multilateral development institutions (e.g. World Bank and United Nations), NGOs and the private sector (e.g. professional services and investment banking). You may also decide to pursue PhD studies.Robe hire for your degree ceremonyHere is our checklist on how to apply for research postgraduate degrees at the University of Warwick."
humengineeringsustainability,https://warwick.ac.uk/study/postgraduate/courses/humengineeringsustainability,,"IELTS Band of 6.5 or more overall, with a minimum writing score of 6.5 and no other subsection below 6.0.","Explore our Humanitarian Engineering (with Sustainability) taught Master's degree.Explore our Humanitarian Engineering (with Sustainability) taught Master's degree.This degree explores the same broad themes as our main Humanitarian Engineering degreeSkills from this degree2:i undergraduate degree (or equivalent), ideally in Engineering, Science, Social Sciences, Natural Sciences, Humanities, Business or Medical Sciences, although we will consider graduates of all disciplines.A degree in Humanitarian Engineering will leave you well-placed to work with governments (e.g. ministries of finance, rural development, and education), multilateral development institutions (e.g. World Bank and United Nations), NGOs and the private sector (e.g. professional services and investment banking). You may also decide to pursue PhD studies.Robe hire for your degree ceremonyHere is our checklist on how to apply for research postgraduate degrees at the University of Warwick."
innovationentrepreneurship,https://warwick.ac.uk/study/postgraduate/courses/innovationentrepreneurship,,"IELTS overall score of 6.5, minimum component scores not below 6.0","Explore our Innovation and Entrepreneurship taught Master's degree.Explore our Innovation and Entrepreneurship taught Master's degree. undergraduate degree (or equivalent).We are making some exciting changes to our Innovation and Entrepreneurship (MSc) degree for 2022 entry. Our core and optional modules are currently undergoing approval through the University's rigorous academic processes. As changes are confirmed, we will update the course information on this webpage. It is therefore very important that you check this webpage for the latest information before you apply and prior to accepting an offer.Our Postgraduate Research degreesRobe hire for your degree ceremony"
intelligentsystems,https://warwick.ac.uk/study/postgraduate/courses/intelligentsystems,,"IELTS overall score of 6.5, minimum component scores not below 6.0.",Explore our Intelligent Manufacturing Systems taught Master's degreeExplore our Intelligent Manufacturing Systems taught Master's degree undergraduate degree (or equivalent) in Engineering.Our Postgraduate Research degreesRobe hire for your degree ceremony
mphilphdinterculturalcomm,https://warwick.ac.uk/study/postgraduate/courses/mphilphdinterculturalcomm,,IELTS overall score of 7.0 (with a 7.0 in Writing).,"2:i undergraduate degree (or equivalent) in English, Intercultural Communication, Linguistics, Languages, Business or Management Studies or a relevant discipline; a Master’s degree in Intercultural Communication, Linguistics, Applied Linguistics or a relevant discipline.Robe hire for your degree ceremonyHere is our checklist on how to apply for research postgraduate degrees at the University of Warwick."
interculturalcommunication,https://warwick.ac.uk/study/postgraduate/courses/interculturalcommunication,,IELTS overall score of 6.5 (with 6.5 in reading and writing).,Explore our Intercultural Communication for Business and the Professions taught Master's degree.Explore our Intercultural Communication for Business and the Professions taught Master's degree.Mid-point 2:ii undergraduate degree (or equivalent) in a related subject.Robe hire for your degree ceremonyHere is our checklist on how to apply for research postgraduate degrees at the University of Warwick.
biomedicalresearch,https://warwick.ac.uk/study/postgraduate/courses/biomedicalresearch,,"IELTS overall score of 6.5, minimum component scores not below 6.0.","Explore our Interdisciplinary Biomedical Research taught Master's degree.Explore our Interdisciplinary Biomedical Research taught Master's degree.Skills from this degreeFirst degree (2:i) or equivalent qualification, in Physical Sciences (Chemistry, Maths, Physics, Stats or Engineering), Robe hire for your degree ceremonyHere is our checklist on how to apply for research postgraduate degrees at the University of Warwick."
interdisciplinarymaths,https://warwick.ac.uk/study/postgraduate/courses/interdisciplinarymaths,,"IELTS overall score of 6.5, minimum component scores not below 6.0.","Explore our Interdisciplinary Mathematics taught Master's degree.Explore our Interdisciplinary Mathematics taught Master's degree.Skills from this degree2:i undergraduate degree (or equivalent) in a relevant subject.Our challenging Mathematics degrees will harness your strong mathematical ability and commitment, enabling you to explore your passion for mathematics.Robe hire for your degree ceremonyHere is our checklist on how to apply for research postgraduate degrees at the University of Warwick."
interdisciplinarymathsmsc,https://warwick.ac.uk/study/postgraduate/courses/interdisciplinarymathsmsc,,"IELTS overall score of 6.5, minimum component scores not below 6.0. ","Explore our Interdisciplinary Mathematics taught Master's degree.Explore our Interdisciplinary Mathematics taught Master's degree.Skills from this degreeFirst Class Honours degree (or equivalent) in a relevant subject.Our challenging Mathematics degrees will harness your strong mathematical ability and commitment, enabling you to explore your passion for mathematics.Robe hire for your degree ceremonyHere is our checklist on how to apply for research postgraduate degrees at the University of Warwick."
interdisciplinarystudies,https://warwick.ac.uk/study/postgraduate/courses/interdisciplinarystudies,,IELTS overall score of 7.0 minimum component scores of two at 6.0/6.5 and the rest at 7.0 or above.,2:i undergraduate degree and a Master's (or equivalent) in a related subject.Robe hire for your degree ceremonyHere is our checklist on how to apply for research postgraduate degrees at the University of Warwick.
internationalbusiness,https://warwick.ac.uk/study/postgraduate/courses/internationalbusiness,,"IELTS overall score of 7.0, minimum component scores of two at 6.0/6.5 and the rest at 7.0 or above.","Learn more about our International Business taught Master's degree.Learn more about our International Business taught Master's degree.Skills from this degreeTailor your degree to your own interests with our range of optional modules2:i undergraduate degree (or equivalent).To complete your degree, you will have the option to choose between the Dissertation or Business in Practice route:If you’re interested in the bigger picture, comfortable challenging assumptions and want a degree that will open doors, then WBS is the place for you. We will give you the foundation for change and prepare you for your future career. Are you ready to make your mark in the world of business?Robe hire for your degree ceremonyHere is our checklist on how to apply for research postgraduate degrees at the University of Warwick."
commerciallaw,https://warwick.ac.uk/study/postgraduate/courses/commerciallaw,,"IELTS overall score of 7.0, minimum component scores of two at 6.0/6.5 and the rest at 7.0 or above.",Explore our International Commercial Law taught Master's degree.Explore our International Commercial Law taught Master's degree.Skills from this degree2:i undergraduate degree (or equivalent) in law or a related subject with a law component.Robe hire for your degree ceremonyHere is our checklist on how to apply for research postgraduate degrees at the University of Warwick.
financialregllm,https://warwick.ac.uk/study/postgraduate/courses/financialregllm,,"IELTS overall score of 7.0, minimum component scores of two at 6.0/6.5 and the rest at 7.0 or above.",Explore our International Corporate Governance and Financial Regulation taught Master's degree.Explore our International Corporate Governance and Financial Regulation taught Master's degree.Skills from this degree2:i undergraduate degree (or equivalent) in law or a related subject with a law component.Robe hire for your degree ceremonyHere is our checklist on how to apply for research postgraduate degrees at the University of Warwick.
internationalculturalpolicy,https://warwick.ac.uk/study/postgraduate/courses/internationalculturalpolicy,,"IELTS overall score of 7.0, minimum component scores of two at 6.0/6.5 and the rest at 7.0 or above.",Explore our International Cultural Policy and Management taught Master's degree.Explore our International Cultural Policy and Management taught Master's degree.2:i undergraduate degree (or equivalent) in a related subject.Robe hire for your degree ceremonyHere is our checklist on how to apply for research postgraduate degrees at the University of Warwick.
internationaldevelopment,https://warwick.ac.uk/study/postgraduate/courses/internationaldevelopment,,"IELTS overall score of 7.0, minimum component scores of two at 6.0/6.5 and the rest at 7.0 or above.",Explore our International Development taught Master's degree.Explore our International Development taught Master's degree.2:i undergraduate degree (or equivalent) in a related subject.Your future awaits - the many things you can do after your degree in the PAIS DepartmentRobe hire for your degree ceremonyHere is our checklist on how to apply for research postgraduate degrees at the University of Warwick.
developmentlawandhr,https://warwick.ac.uk/study/postgraduate/courses/developmentlawandhr,,"IELTS overall score of 7.0, minimum component scores of two at 6.0/6.5 and the rest at 7.0 or above.",Explore our International Development Law and Human Rights taught Master's degree.Explore our International Development Law and Human Rights taught Master's degree.Skills from this degree2:i undergraduate degree (or equivalent) in law or a related subject with a law component.Robe hire for your degree ceremonyHere is our checklist on how to apply for research postgraduate degrees at the University of Warwick.
economiclaw,https://warwick.ac.uk/study/postgraduate/courses/economiclaw,,"IELTS overall score of 7.0, minimum component scores of two at 6.0/6.5 and the rest at 7.0 or above.",Explore our International Economic Law taught Master's degree.Explore our International Economic Law taught Master's degree.Skills from this degree2:i undergraduate degree (or equivalent) in law or a related subject with a law component.Robe hire for your degree ceremonyHere is our checklist on how to apply for research postgraduate degrees at the University of Warwick.
intpoliticaleconomy,https://warwick.ac.uk/study/postgraduate/courses/intpoliticaleconomy,,"IELTS overall score of 7.0, minimum component scores of two at 6.0/6.5 and the rest at 7.0 or above.",Explore our International Political Economy taught Master's degree.Explore our International Political Economy taught Master's degree.2:i undergraduate degree (or equivalent) in a related subject.Your future awaits - the many things you can do after your degree in the PAIS DepartmentRobe hire for your degree ceremonyHere is our checklist on how to apply for research postgraduate degrees at the University of Warwick.
intpoliticseastasia,https://warwick.ac.uk/study/postgraduate/courses/intpoliticseastasia,,"IELTS overall score of 7.0, minimum component scores of two at 6.0/6.5 and the rest at 7.0 or above.","Explore our International Politics and East Asia taught Master's degree.Explore our International Politics and East Asia taught Master's degree.Our programme is a disciplinary degree that focuses on the region for its case studies and offers strong disciplinary expertise combined with genuine regional expertise. 2:i undergraduate degree (or equivalent) in a related subject.The module analyses the characteristics and patterns of international politics in Pacific-Asia by focussing on the central theme of the degree to which the region can be perceived to function as a coherent and integrated entity. The module investigates this theme though addressing questions of common and competing understandings of the location and division of the region in terms of geography, modes of political, economic and security interaction, ‘Asian identity’ and culture. In short, the module seeks to address the problem of ‘what’ exactly can be thought to have constituted the Pacific-Asia region in the past and in the contemporary era. Your future awaits - the many things you can do after your degree in the PAIS DepartmentRobe hire for your degree ceremonyHere is our checklist on how to apply for research postgraduate degrees at the University of Warwick."
intpoliticseurope,https://warwick.ac.uk/study/postgraduate/courses/intpoliticseurope,,"IELTS overall score of 7.0, minimum component scores of two at 6.0/6.5 and the rest at 7.0 or above.",Explore our International Politics and Europe taught Master's degree.Explore our International Politics and Europe taught Master's degree.2:i undergraduate degree (or equivalent) in a related subject.Your future awaits - the many things you can do after your degree in the PAIS DepartmentRobe hire for your degree ceremonyHere is our checklist on how to apply for research postgraduate degrees at the University of Warwick.
internationalrelations,https://warwick.ac.uk/study/postgraduate/courses/internationalrelations,,"IELTS overall score of 7.0, minimum component scores of two at 6.0/6.5 and the rest at 7.0 or above.",Explore our International Relations taught Master's degree.Explore our International Relations taught Master's degree.2:i undergraduate degree (or equivalent) in a related subject.Your future awaits - the many things you can do after your degree in the PAIS DepartmentRobe hire for your degree ceremonyHere is our checklist on how to apply for research postgraduate degrees at the University of Warwick.
internationalsecurity,https://warwick.ac.uk/study/postgraduate/courses/internationalsecurity,,"IELTS overall score of 7.0, minimum component scores of two at 6.0/6.5 and the rest at 7.0 or above.",Explore our International Security taught Master's degree.Explore our International Security taught Master's degree.2:i undergraduate degree (or equivalent) in a related subject.Your future awaits - the many things you can do after your degree in the PAIS DepartmentRobe hire for your degree ceremonyHere is our checklist on how to apply for research postgraduate degrees at the University of Warwick.
internationaltrade,https://warwick.ac.uk/study/postgraduate/courses/internationaltrade,,"IELTS overall score of 6.5, minimum component scores not below 6.0","Explore our International Trade, Strategy and Operations taught Master's degree.Explore our International Trade, Strategy and Operations taught Master's degree. undergraduate degree (or equivalent) in a relevant subject.Our Postgraduate Research degreesRobe hire for your degree ceremony"
islamiceducation,https://warwick.ac.uk/study/postgraduate/courses/islamiceducation,,"IELTS score to 7 overall, two at 6.0/6.5 & rest 7.0+",Skills from this degree2:ii undergraduate degree (or equivalent) or Islamic Seminary Training having teaching experience within formal and informal community based educational settings (Islamic schools and supplementary education sector like Madrassas and Maktabs).Robe hire for your degree ceremonyHere is our checklist on how to apply for research postgraduate degrees at the University of Warwick.
islamiceducationma,https://warwick.ac.uk/study/postgraduate/courses/islamiceducationma,,"IELTS score to 7 overall, two at 6.0/6.5 and rest 7.0+","Explore our Islamic Education: Theory and Practice, taught Master's degree.Explore our Islamic Education: Theory and Practice, taught Master's degree.Skills from this degree2:ii undergraduate degree (or equivalent) in a related subject or successful completion of the Islamic Education PGA.Robe hire for your degree ceremonyHere is our checklist on how to apply for research postgraduate degrees at the University of Warwick."
italianresearch,https://warwick.ac.uk/study/postgraduate/courses/italianresearch,,"IELTS overall score of 7.0, minimum component scores of two at 6.0/6.5 and the rest at 7.0 or above.",Find out more about our Italian research Master's degree.Find out more about our Italian research Master's degree.2:i undergraduate degree (or equivalent) in a related subject.Robe hire for your degree ceremonyHere is our checklist on how to apply for research postgraduate degrees at the University of Warwick.
italianmphilphd,https://warwick.ac.uk/study/postgraduate/courses/italianmphilphd,,"IELTS overall score of 7.0, minimum component scores of two at 6.0/6.5 and the rest at 7.0 or above.",Find out more about our Italian research MPhil/PhD degree.Find out more about our Italian research MPhil/PhD degree.2:i undergraduate degree (or equivalent) in a related subject.Robe hire for your degree ceremonyHere is our checklist on how to apply for research postgraduate degrees at the University of Warwick.
researchitalianstudies,https://warwick.ac.uk/study/postgraduate/courses/researchitalianstudies,,"IELTS overall score of 7.0, minimum component scores of two at 6.0/6.5 and the rest at 7.0 or above.",Explore our Italian Studies taught Master's degree.Explore our Italian Studies taught Master's degree.Skills from this degree2:i undergraduate degree (or equivalent) in a related subject.Robe hire for your degree ceremonyHere is our checklist on how to apply for research postgraduate degrees at the University of Warwick.
llmresearch,https://warwick.ac.uk/study/postgraduate/courses/llmresearch,,Overall IELTS (Academic) score of 7.0 and component scores.,"Find out more about our Law LLM by Research degree.Find out more about our Law LLM by Research degree.In this programme you will be carefully supervised by an individual specialist in the area and supported in the generation of a research question and the production of a thesis. For this degree you are required to write a thesis of up to 40,000 words.You will attend a research methods and theory course during your first year of study and meet with your supervisor at least once a month throughout your degree.2:i undergraduate degree (or equivalent) in Law or a related social sciences discipline with significant legal content.Robe hire for your degree ceremonyHere is our checklist on how to apply for research postgraduate degrees at the University of Warwick."
lawmphilphd,https://warwick.ac.uk/study/postgraduate/courses/lawmphilphd,,Overall IELTS (Academic) score of 7.0 and component scores.,"Find out more about our Law MPhil/PhD degree.Find out more about our Law MPhil/PhD degree.In this programme you will be carefully supervised by individual specialists in the area and supported in the generation of a research question and the production of a thesis. For this degree you are required to write a thesis of up to 80,000 words. You will attend a research methods and theory course during your first year of study, and meet with your supervisor at least once a month throughout your degree.A good Master's degree (or equivalent) in Law or a related subject plus a strong research proposal. Those with a good first class undergraduate degree may also be considered for entry.Robe hire for your degree ceremonyHere is our checklist on how to apply for research postgraduate degrees at the University of Warwick."
educationalchangepga,https://warwick.ac.uk/study/postgraduate/courses/educationalchangepga,,"IELTS score to 7 overall, two at 6.0/6.5 & rest 7.0+","Skills from this degree2:ii undergraduate degree (or equivalent), along with experience of working in an educational setting.Robe hire for your degree ceremonyHere is our checklist on how to apply for research postgraduate degrees at the University of Warwick."
lifesciencesresearch,https://warwick.ac.uk/study/postgraduate/courses/lifesciencesresearch,,"IELTS overall score of 6.5, minimum component scores not below 6.0.",Find out more about this Life Sciences Master's by Research degree.Find out more about this Life Sciences Master's by Research degree.2:ii undergraduate degree (or equivalent) in a Life Sciences related subject.Robe hire for your degree ceremonyHere is our checklist on how to apply for research postgraduate degrees at the University of Warwick.
lifesciencesphd,https://warwick.ac.uk/study/postgraduate/courses/lifesciencesphd,,"IELTS overall score of 6.5, minimum component scores not below 6.0.",2:i undergraduate degree (or equivalent) in a Life Sciences related subject.Robe hire for your degree ceremonyHere is our checklist on how to apply for research postgraduate degrees at the University of Warwick.
phdlinguistics,https://warwick.ac.uk/study/postgraduate/courses/phdlinguistics,,IELTS overall score of 7.0 (with a 7.0 in Writing).,"2:i undergraduate degree (or equivalent) in Linguistics, Languages or a relevant discipline; a Master's degree in Linguistics, Applied Linguistics or a relevant discipline.Robe hire for your degree ceremonyHere is our checklist on how to apply for research postgraduate degrees at the University of Warwick."
literarypractice,https://warwick.ac.uk/study/postgraduate/courses/literarypractice,,"Evidence of publication would be preferred but is not essential. We require two references from people familiar with your work and, if English was not the medium of instruction for your previous degrees, an IELTS score of at least 7.5 or equivalent.IELTS overall (Academic) score of 7.5 and component scores.","Creative writing is beginning to take its place in the academy across Europe as well as in the Anglophone world. Taking a doctorate in a creative practice is a way of qualifying for a teaching and/or research career in higher education in the UK or elsewhere. You might also be interested in this degree if you want not only to complete a novel, short story, poetry collection or work of creative non-fiction under the supervision of well-known writers and teachers, but also to situate your own writing practice in relation to literary traditions, theories and new developments.You will also have a personal tutor, whose role is pastoral. There is no taught component of this degree, but each student is invited to a one-to-one meeting with our subject librarian to explore resources for his or her project. Students will participate in the online research skills modules, seminars, talks and events provided for and by research students in the School.Evidence of publication would be preferred but is not essential. We require two references from people familiar with your work and, if English was not the medium of instruction for your previous degrees, an IELTS score of at least 7.5 or equivalent.Robe hire for your degree ceremonyHere is our checklist on how to apply for research postgraduate degrees at the University of Warwick."
literarystudies,https://warwick.ac.uk/study/postgraduate/courses/literarystudies,,"IELTS overall score of 7.5, minimum component scores of two at 6.5/7.0 and the rest at 7.5 or above.","The MA in Literary Translation Studies will teach you to think critically and theoretically about translation, but it will also hone your practical translation skills. Our practising literary translators will introduce you to the 'real world' of literary translation should you wish to work in the field after completing your degree.Skills from this degree2:i undergraduate degree (or equivalent) in English Literature, Modern Languages or a related subject.You will take one optional core module in a translation-relevant subject area within the Faculty of Arts, subject to the approval of the degree convenor. We have a broad understanding of what “translation-relevant” might constitute in the context of individual students’ interests and needs.Robe hire for your degree ceremonyHere is our checklist on how to apply for research postgraduate degrees at the University of Warwick."
literarytranslationstudiesphd,https://warwick.ac.uk/study/postgraduate/courses/literarytranslationstudiesphd,,IELTS overall (Academic) score of 7.5 and component scores.,"The PhD in Literary Translation Studies allows you to choose between a research and a practice-based pathway through your degree. Focus your research on the history, philosophy, theory or practice of translation, or produce a substantial literary translation accompanied by a critical reflection.The PhD in Literary Translation Studies offers a choice between a research- and a practice-based pathway through your degree. The research pathway allows doctoral students to focus critically on a topic related to translation history, theory, methodology, practice or philosophy. The practice-based pathway involves the production of a substantial literary translation accompanied by a critical reflection.ii) a critical reflection requiring the student to demonstrate awareness, informed by relevant scholarship in Translation Studies and any other pertinent scholarly fields, of the issues – stylistic, cultural, sociological, ideological and/or philosophical, among others – involved in the translation of the work. The thesis will be between 80,000 and 100,000 words, comprising the two related parts, translation and critical reflection. The ratio between the translation and reflection components will vary but the creative part will in all cases be the longer; the standard ratio of translation to critical reflection is 70:30. Variations on the 70:30 ratio may be negotiated – usually by translators of poetry or shorter fiction such as a novella or a short story collection. The translation should be undertaken during the period when the student is enrolled as a doctoral student at Warwick, i.e. a translation completed prior to the student’s enrolment in the PhD programme would not fulfil the requirements of the degree.You will meet with your supervisors, together or separately, at least once a month during the teaching year (if full time) or twice a term (part time). These meetings should normally be in person but may sometimes be conducted remotely when convenient to both parties. You will also have a personal tutor, whose role is pastoral. There is no taught component of this degree, but each student is invited to a one-to-one meeting with our subject librarian to explore resources for his or her project.2:i undergraduate degree (or equivalent) in a relevant subject. An MA (or equivalent) in a relevant discipline, with a final mark (or predicted final mark) of 65 or above. We recognise that practising literary translators applying to the practice-based pathway may have come to the profession from a background outside literary studies and/or modern foreign languages and/or the broader humanities and that previous degrees may not necessarily be in a “relevant” subject. Professional experience will therefore be taken into account in the assessment of an applicant’s suitability for the programme where an applicant comes from an academic background outside the arts and humanities. Robe hire for your degree ceremonyHere is our checklist on how to apply for research postgraduate degrees at the University of Warwick."
management,https://warwick.ac.uk/study/postgraduate/courses/management,,"IELTS overall score of 7.0, minimum component scores of two at 6.0/6.5 and the rest at 7.0 or above.","Learn more about our Management taught Master's degree.Learn more about our Management taught Master's degree.Skills from this degree2:i undergraduate degree.You will be required to undertake an introductory course in a foreign language as part of your degree.If you’re interested in the bigger picture, comfortable challenging assumptions and want a degree that will open doors, then WBS is the place for you. We will give you the foundation for change and prepare you for your future career. Are you ready to make your mark in the world of business?Robe hire for your degree ceremonyHere is our checklist on how to apply for research postgraduate degrees at the University of Warwick."
businessexcellence,https://warwick.ac.uk/study/postgraduate/courses/businessexcellence,,"IELTS overall score of 6.5, minimum component scores not below 6.0","Explore our Management for Business Excellence taught Master's degree.Explore our Management for Business Excellence taught Master's degree.The framework for the Management for Business Excellence degree is the European Excellence Model, created to help organisations develop towards the achievement of sustainable excellence. This course is all about understanding how organisations work; it takes a holistic look at organisations, the inter-relationships between departments within them, and how to optimise the use of available resources. Typically students will have a background in engineering, business management, finance or economics, but MBE is open to graduates from any academic discipline. undergraduate degree (or equivalent) in a range of subjects including IT, business, engineering or a science related discipline.For the research component, each student undertakes a major individual project, which will develop your research and analytical skills and enable you to specialise. The MBE dissertation project, part of the reflective practice module, and the SPA module are assessed summatively. Together these components account for your Master’s degree classification. Our Postgraduate Research degreesRobe hire for your degree ceremony"
managementdigitalinnovation,https://warwick.ac.uk/study/postgraduate/courses/managementdigitalinnovation,,"IELTS overall score of 7.0, minimum component scores of two at 6.0/6.5 and the rest at 7.0 or above.","Skills from this degree2:i undergraduate degree (or equivalent).If you’re interested in the bigger picture, comfortable challenging assumptions and want a degree that will open doors, then WBS is the place for you. We will give you the foundation for change and prepare you for your future career. Are you ready to make your mark in the world of business?Robe hire for your degree ceremonyHere is our checklist on how to apply for research postgraduate degrees at the University of Warwick."
manufacturingengineering,https://warwick.ac.uk/study/postgraduate/courses/manufacturingengineering,,,"Explore our Manufacturing Systems Engineering and Management taught Master's degree.This course will not be available for 2022 entry, but you may be interested in our other Master's degrees below.Explore our Manufacturing Systems Engineering and Management taught Master's degree.This course will not be available for 2022 entry, but you may be interested in our other Master's degrees below.Our Postgraduate Research degrees"
marketingstrategy,https://warwick.ac.uk/study/postgraduate/courses/marketingstrategy,,"IELTS overall score of 7.0, minimum component scores of two at 6.0/6.5 and the rest at 7.0 or above.","Explore our Marketing and Strategy taught Master's degree.Explore our Marketing and Strategy taught Master's degree.Skills from this degree2:i undergraduate degree (or equivalent) in a related subject.If you’re interested in the bigger picture, comfortable challenging assumptions and want a degree that will open doors, then WBS is the place for you. We will give you the foundation for change and prepare you for your future career. Are you ready to make your mark in the world of business?Robe hire for your degree ceremonyHere is our checklist on how to apply for research postgraduate degrees at the University of Warwick."
mathematicalfinance,https://warwick.ac.uk/study/postgraduate/courses/mathematicalfinance,,"IELTS overall score of 7.0, minimum component scores of two at 6.0/6.5 and the rest at 7.0 or above.","Explore our Mathematical Finance taught Master's degree.Explore our Mathematical Finance taught Master's degree.Skills from this degreeFirst Class Honours degree or a high 2:i undergraduate degree in Mathematics, Statistics, Physics, or another relevant quantitatively-focused degree.If you’re interested in the bigger picture, comfortable challenging assumptions and want a degree that will open doors, then WBS is the place for you. We will give you the foundation for change and prepare you for your future career. Are you ready to make your mark in the world of business?Robe hire for your degree ceremonyHere is our checklist on how to apply for research postgraduate degrees at the University of Warwick."
mathematicalsciences,https://warwick.ac.uk/study/postgraduate/courses/mathematicalsciences,,"IELTS overall score of 6.5, minimum component scores not below 6.0.","Explore our Mathematical Sciences taught Master's degree.Explore our Mathematical Sciences taught Master's degree.You will take an active part in your own learning, working on your own research project under a direction of a supervisor. The high-level skills you will gain provide a strong foundation for a research degree.Skills from this degreeFirst Class Honours degree (or equivalent) in Mathematics or a science with high mathematical content.Our challenging Mathematics degrees will harness your strong mathematical ability and commitment, enabling you to explore your passion for mathematics.Robe hire for your degree ceremonyHere is our checklist on how to apply for research postgraduate degrees at the University of Warwick."
